,invoice_id,city,product_category,unit_price,quantity,total,type_of_payment,purchase_date,year,month,weekday,time,customer_type,gender,rating
207,263-87-5680,Naypyitaw,Home and lifestyle,28.53,10,299.565,Ewallet,2019-03-18,2019,3,0,17:38,Member,Female,7.8
208,573-58-9734,Mandalay,Fashion accessories,30.37,3,95.6655,Ewallet,2019-03-28,2019,3,3,13:41,Normal,Female,5.1
209,817-69-8206,Mandalay,Electronic accessories,99.73,9,942.4485,Credit card,2019-03-02,2019,3,5,19:42,Normal,Female,6.5
210,888-02-0338,Yangon,Electronic accessories,26.23,9,247.8735,Ewallet,2019-01-25,2019,1,4,20:24,Normal,Male,5.9
211,677-11-0152,Naypyitaw,Food and beverages,93.26,9,881.307,Cash,2019-01-16,2019,1,2,18:08,Normal,Female,8.8
212,142-63-6033,Mandalay,Home and lifestyle,92.36,5,484.89,Ewallet,2019-03-20,2019,3,2,19:17,Normal,Male,4.9
213,656-16-1063,Mandalay,Sports and travel,46.42,3,146.223,Credit card,2019-01-04,2019,1,4,13:24,Normal,Male,4.4
214,891-58-8335,Mandalay,Sports and travel,29.61,7,217.6335,Cash,2019-03-11,2019,3,0,15:53,Member,Female,6.5
215,802-43-8934,Yangon,Home and lifestyle,18.28,1,19.194,Credit card,2019-03-22,2019,3,4,15:05,Normal,Male,8.3
216,560-30-5617,Mandalay,Sports and travel,24.77,5,130.0425,Cash,2019-03-24,2019,3,6,18:27,Normal,Female,8.5
217,319-74-2561,Yangon,Electronic accessories,94.64,3,298.116,Cash,2019-02-21,2019,2,3,16:55,Member,Female,5.5
218,549-03-9315,Mandalay,Fashion accessories,94.87,8,796.908,Ewallet,2019-02-12,2019,2,1,12:58,Normal,Male,8.7
219,790-29-1172,Mandalay,Food and beverages,57.34,3,180.621,Credit card,2019-03-10,2019,3,6,18:59,Normal,Female,7.9
220,239-36-3640,Mandalay,Electronic accessories,45.35,6,285.705,Ewallet,2019-01-31,2019,1,3,13:44,Normal,Male,6.1
221,468-01-2051,Mandalay,Food and beverages,62.08,7,456.288,Ewallet,2019-03-06,2019,3,2,13:46,Normal,Male,5.4
222,389-25-3394,Naypyitaw,Electronic accessories,11.81,5,62.0025,Cash,2019-02-17,2019,2,6,18:06,Normal,Male,9.4
223,279-62-1445,Naypyitaw,Fashion accessories,12.54,1,13.167,Cash,2019-02-21,2019,2,3,12:38,Member,Female,8.2
224,213-72-6612,Yangon,Food and beverages,43.25,2,90.825,Cash,2019-03-20,2019,3,2,15:56,Normal,Male,6.2
225,746-68-6593,Naypyitaw,Sports and travel,87.16,2,183.036,Credit card,2019-01-11,2019,1,4,14:29,Member,Female,9.7
226,836-82-5858,Mandalay,Health and beauty,69.37,9,655.5465,Ewallet,2019-01-26,2019,1,5,19:14,Member,Male,4.0
227,583-72-1480,Naypyitaw,Electronic accessories,37.06,4,155.652,Ewallet,2019-01-31,2019,1,3,16:24,Member,Male,9.7
228,466-61-5506,Mandalay,Electronic accessories,90.7,6,571.41,Cash,2019-02-26,2019,2,1,10:52,Member,Female,5.3
229,721-86-6247,Yangon,Home and lifestyle,63.42,8,532.728,Ewallet,2019-03-11,2019,3,0,12:55,Normal,Female,7.4
230,289-65-5721,Mandalay,Fashion accessories,81.37,2,170.877,Cash,2019-01-26,2019,1,5,19:28,Normal,Female,6.5
231,545-46-3100,Mandalay,Electronic accessories,10.59,3,33.3585,Credit card,2019-03-12,2019,3,1,13:52,Member,Female,8.7
232,418-02-5978,Mandalay,Health and beauty,84.09,9,794.6505,Cash,2019-02-11,2019,2,0,10:54,Normal,Female,8.0
233,269-04-5750,Mandalay,Fashion accessories,73.82,4,310.044,Cash,2019-02-21,2019,2,3,18:31,Member,Male,6.7
234,157-13-5295,Yangon,Health and beauty,51.94,10,545.37,Ewallet,2019-03-09,2019,3,5,18:24,Member,Male,6.5
235,645-78-8093,Yangon,Sports and travel,93.14,2,195.594,Ewallet,2019-01-20,2019,1,6,18:09,Normal,Female,4.1
236,211-30-9270,Naypyitaw,Health and beauty,17.41,5,91.4025,Credit card,2019-01-28,2019,1,0,15:16,Normal,Male,4.9
237,755-12-3214,Naypyitaw,Fashion accessories,44.22,5,232.155,Credit card,2019-03-05,2019,3,1,17:07,Member,Female,8.6
238,346-84-3103,Mandalay,Electronic accessories,13.22,5,69.405,Cash,2019-03-02,2019,3,5,19:26,Member,Female,4.3
239,478-06-7835,Yangon,Fashion accessories,89.69,1,94.1745,Ewallet,2019-01-11,2019,1,4,11:20,Normal,Male,4.9
240,540-11-4336,Yangon,Food and beverages,24.94,9,235.683,Credit card,2019-01-11,2019,1,4,16:49,Normal,Male,5.6
241,448-81-5016,Yangon,Health and beauty,59.77,2,125.517,Credit card,2019-03-11,2019,3,0,12:01,Normal,Male,5.8
242,142-72-4741,Naypyitaw,Fashion accessories,93.2,2,195.72,Credit card,2019-02-28,2019,2,3,18:37,Member,Male,6.0
243,217-58-1179,Yangon,Home and lifestyle,62.65,4,263.13,Cash,2019-01-05,2019,1,5,11:25,Member,Male,4.2
244,376-02-8238,Mandalay,Home and lifestyle,93.87,8,788.508,Credit card,2019-02-02,2019,2,5,18:42,Normal,Male,8.3
245,530-90-9855,Yangon,Home and lifestyle,47.59,8,399.756,Cash,2019-01-01,2019,1,1,14:47,Member,Male,5.7
246,866-05-7563,Mandalay,Electronic accessories,81.4,3,256.41,Cash,2019-02-09,2019,2,5,19:43,Member,Female,4.8
247,604-70-6476,Yangon,Fashion accessories,17.94,5,94.185,Ewallet,2019-01-23,2019,1,2,14:04,Member,Male,6.8
248,799-71-1548,Yangon,Electronic accessories,77.72,4,326.424,Credit card,2019-01-07,2019,1,0,16:11,Member,Male,8.8
249,785-13-7708,Mandalay,Food and beverages,73.06,7,536.991,Credit card,2019-01-14,2019,1,0,19:06,Normal,Male,4.2
250,845-51-0542,Mandalay,Food and beverages,46.55,9,439.8975,Ewallet,2019-02-02,2019,2,5,15:34,Member,Male,6.4
251,662-47-5456,Naypyitaw,Fashion accessories,35.19,10,369.495,Credit card,2019-03-17,2019,3,6,19:06,Member,Male,8.4
252,883-17-4236,Naypyitaw,Sports and travel,14.39,2,30.219,Credit card,2019-03-02,2019,3,5,19:44,Normal,Female,7.2
253,290-68-2984,Yangon,Home and lifestyle,23.75,4,99.75,Cash,2019-03-16,2019,3,5,11:22,Normal,Male,5.2
254,704-11-6354,Yangon,Home and lifestyle,58.9,8,494.76,Cash,2019-01-06,2019,1,6,11:23,Member,Male,8.9
255,110-48-7033,Mandalay,Fashion accessories,32.62,4,137.004,Cash,2019-01-29,2019,1,1,14:12,Member,Male,9.0
256,366-93-0948,Yangon,Electronic accessories,66.35,1,69.6675,Credit card,2019-01-31,2019,1,3,10:46,Member,Male,9.7
257,729-09-9681,Yangon,Home and lifestyle,25.91,6,163.233,Ewallet,2019-02-05,2019,2,1,10:16,Member,Male,8.7
258,151-16-1484,Yangon,Electronic accessories,32.25,4,135.45,Ewallet,2019-02-13,2019,2,2,12:38,Member,Male,6.5
259,380-94-4661,Naypyitaw,Electronic accessories,65.94,4,276.948,Credit card,2019-02-07,2019,2,3,13:05,Member,Male,6.9
260,850-41-9669,Yangon,Electronic accessories,75.06,9,709.317,Ewallet,2019-03-19,2019,3,1,13:25,Normal,Female,6.2
261,821-07-3596,Naypyitaw,Fashion accessories,16.45,4,69.09,Ewallet,2019-03-07,2019,3,3,14:53,Normal,Female,5.6
262,655-85-5130,Mandalay,Fashion accessories,38.3,4,160.86,Cash,2019-03-13,2019,3,2,19:22,Member,Female,5.7
263,447-15-7839,Yangon,Sports and travel,22.24,10,233.52,Cash,2019-02-09,2019,2,5,11:00,Member,Female,4.2
264,154-74-7179,Mandalay,Sports and travel,54.45,1,57.1725,Ewallet,2019-02-26,2019,2,1,19:24,Normal,Male,7.9
265,253-12-6086,Yangon,Sports and travel,98.4,7,723.24,Credit card,2019-03-12,2019,3,1,12:43,Member,Female,8.7
266,808-65-0703,Naypyitaw,Home and lifestyle,35.47,4,148.974,Credit card,2019-03-14,2019,3,3,17:22,Normal,Male,6.9
267,571-94-0759,Mandalay,Food and beverages,74.6,10,783.3,Cash,2019-01-08,2019,1,1,20:55,Member,Female,9.5
268,144-51-6085,Yangon,Home and lifestyle,70.74,4,297.108,Credit card,2019-01-05,2019,1,5,16:05,Member,Male,4.4
269,731-14-2199,Yangon,Home and lifestyle,35.54,10,373.17,Ewallet,2019-01-04,2019,1,4,13:34,Member,Female,7.0
270,783-09-1637,Mandalay,Sports and travel,67.43,5,354.0075,Ewallet,2019-03-06,2019,3,2,18:13,Normal,Female,6.3
271,687-15-1097,Naypyitaw,Health and beauty,21.12,2,44.352,Cash,2019-01-03,2019,1,3,19:17,Member,Female,9.7
272,126-54-1082,Yangon,Home and lifestyle,21.54,9,203.553,Credit card,2019-01-07,2019,1,0,11:44,Member,Female,8.8
273,633-91-1052,Yangon,Home and lifestyle,12.03,2,25.263,Cash,2019-01-27,2019,1,6,15:51,Normal,Female,5.1
274,477-24-6490,Mandalay,Health and beauty,99.71,6,628.173,Ewallet,2019-02-26,2019,2,1,16:52,Normal,Female,7.9
275,566-19-5475,Mandalay,Fashion accessories,47.97,7,352.5795,Cash,2019-01-07,2019,1,0,20:52,Normal,Male,6.2
276,526-86-8552,Naypyitaw,Home and lifestyle,21.82,10,229.11,Cash,2019-01-07,2019,1,0,17:36,Member,Female,7.1
277,376-56-3573,Naypyitaw,Fashion accessories,95.42,4,400.764,Ewallet,2019-02-02,2019,2,5,13:23,Normal,Female,6.4
278,537-72-0426,Naypyitaw,Fashion accessories,70.99,10,745.395,Cash,2019-03-20,2019,3,2,16:28,Member,Male,5.7
279,828-61-5674,Yangon,Sports and travel,44.02,10,462.21,Credit card,2019-03-20,2019,3,2,19:57,Member,Male,9.6
280,136-08-6195,Yangon,Home and lifestyle,69.96,8,587.664,Credit card,2019-02-15,2019,2,4,17:01,Normal,Female,6.4
281,523-38-0215,Naypyitaw,Home and lifestyle,37.0,1,38.85,Credit card,2019-03-06,2019,3,2,13:29,Normal,Male,7.9
282,490-29-1201,Yangon,Sports and travel,15.34,1,16.107,Cash,2019-01-06,2019,1,6,11:09,Normal,Female,6.5
283,667-92-0055,Yangon,Health and beauty,99.83,6,628.929,Ewallet,2019-03-04,2019,3,0,15:02,Member,Male,8.5
284,565-17-3836,Yangon,Health and beauty,47.67,4,200.214,Cash,2019-03-12,2019,3,1,14:21,Member,Female,9.1
285,498-41-1961,Mandalay,Health and beauty,66.68,5,350.07,Cash,2019-02-20,2019,2,2,18:01,Normal,Male,7.6
286,593-95-4461,Naypyitaw,Home and lifestyle,74.86,1,78.603,Cash,2019-03-24,2019,3,6,14:49,Member,Male,6.9
287,226-71-3580,Naypyitaw,Sports and travel,23.75,9,224.4375,Cash,2019-01-31,2019,1,3,12:02,Normal,Female,9.5
288,283-79-9594,Mandalay,Food and beverages,48.51,7,356.5485,Credit card,2019-01-25,2019,1,4,13:30,Normal,Female,5.2
289,430-60-3493,Yangon,Home and lifestyle,94.88,7,697.368,Cash,2019-02-03,2019,2,6,14:38,Member,Female,4.2
290,139-20-0155,Mandalay,Electronic accessories,40.3,10,423.15,Credit card,2019-01-24,2019,1,3,17:37,Member,Male,7.0
291,558-80-4082,Naypyitaw,Electronic accessories,27.85,7,204.6975,Ewallet,2019-03-14,2019,3,3,17:20,Normal,Male,6.0
292,278-97-7759,Yangon,Electronic accessories,62.48,1,65.604,Cash,2019-02-18,2019,2,0,20:29,Member,Female,4.7
293,316-68-6352,Yangon,Food and beverages,36.36,2,76.356,Cash,2019-01-21,2019,1,0,10:00,Member,Female,7.1
294,585-03-5943,Mandalay,Health and beauty,18.11,10,190.155,Ewallet,2019-03-13,2019,3,2,11:46,Normal,Male,5.9
295,211-05-0490,Naypyitaw,Electronic accessories,51.92,5,272.58,Cash,2019-03-03,2019,3,6,13:42,Member,Female,7.5
296,727-75-6477,Naypyitaw,Electronic accessories,28.84,4,121.128,Cash,2019-03-29,2019,3,4,14:44,Normal,Male,6.4
297,744-02-5987,Yangon,Home and lifestyle,78.38,6,493.794,Ewallet,2019-01-10,2019,1,3,14:16,Member,Male,5.8
298,307-83-9164,Yangon,Home and lifestyle,60.01,4,252.042,Cash,2019-01-25,2019,1,4,15:54,Member,Male,4.5
299,779-06-0012,Naypyitaw,Home and lifestyle,88.61,1,93.0405,Cash,2019-01-19,2019,1,5,10:21,Member,Female,7.7
300,446-47-6729,Naypyitaw,Fashion accessories,99.82,2,209.622,Credit card,2019-01-02,2019,1,2,18:09,Normal,Male,6.7
301,573-10-3877,Mandalay,Health and beauty,39.01,1,40.9605,Credit card,2019-03-12,2019,3,1,16:46,Member,Male,4.7
302,735-06-4124,Naypyitaw,Food and beverages,48.61,1,51.0405,Cash,2019-02-25,2019,2,0,15:31,Normal,Male,4.4
303,439-54-7422,Yangon,Electronic accessories,51.19,4,214.998,Credit card,2019-03-18,2019,3,0,17:15,Normal,Female,4.7
304,396-90-2219,Mandalay,Electronic accessories,14.96,8,125.664,Cash,2019-02-23,2019,2,5,12:29,Normal,Female,8.6
305,411-77-0180,Yangon,Electronic accessories,72.2,7,530.67,Ewallet,2019-03-26,2019,3,1,20:14,Member,Male,4.3
306,286-01-5402,Yangon,Sports and travel,40.23,7,295.6905,Cash,2019-03-30,2019,3,5,13:22,Normal,Female,9.6
307,803-17-8013,Yangon,Home and lifestyle,88.79,8,745.836,Cash,2019-02-17,2019,2,6,17:09,Member,Female,4.1
308,512-98-1403,Yangon,Electronic accessories,26.48,3,83.412,Ewallet,2019-03-21,2019,3,3,10:40,Member,Female,4.7
309,848-42-2560,Yangon,Fashion accessories,81.91,2,172.011,Cash,2019-03-05,2019,3,1,17:43,Normal,Female,7.8
310,532-59-7201,Mandalay,Sports and travel,79.93,6,503.559,Cash,2019-01-31,2019,1,3,14:04,Member,Male,5.5
311,181-94-6432,Naypyitaw,Fashion accessories,69.33,2,145.593,Ewallet,2019-02-05,2019,2,1,19:05,Member,Male,9.7
312,870-76-1733,Yangon,Food and beverages,14.23,5,74.7075,Credit card,2019-02-01,2019,2,4,10:08,Member,Female,4.4
313,423-64-4619,Yangon,Health and beauty,15.55,9,146.9475,Cash,2019-03-07,2019,3,3,13:12,Member,Female,5.0
314,227-07-4446,Naypyitaw,Electronic accessories,78.13,10,820.365,Cash,2019-02-10,2019,2,6,20:51,Member,Female,4.4
315,174-36-3675,Naypyitaw,Food and beverages,99.37,2,208.677,Cash,2019-02-14,2019,2,3,17:29,Member,Male,5.2
316,428-83-5800,Naypyitaw,Food and beverages,21.08,3,66.402,Cash,2019-02-09,2019,2,5,10:25,Member,Female,7.3
317,603-07-0961,Naypyitaw,Electronic accessories,74.79,5,392.6475,Cash,2019-01-10,2019,1,3,11:34,Member,Male,4.9
318,704-20-4138,Naypyitaw,Health and beauty,29.67,7,218.0745,Credit card,2019-03-11,2019,3,0,18:58,Member,Female,8.1
319,787-15-1757,Naypyitaw,Health and beauty,44.07,4,185.094,Ewallet,2019-02-18,2019,2,0,16:28,Member,Male,8.4
320,649-11-3678,Naypyitaw,Food and beverages,22.93,9,216.6885,Cash,2019-02-26,2019,2,1,20:26,Normal,Female,5.5
321,622-20-1945,Naypyitaw,Health and beauty,39.42,1,41.391,Cash,2019-01-18,2019,1,4,15:08,Normal,Female,8.4
322,372-94-8041,Yangon,Health and beauty,15.26,6,96.138,Ewallet,2019-02-15,2019,2,4,18:03,Normal,Male,9.8
323,563-91-7120,Yangon,Fashion accessories,61.77,5,324.2925,Cash,2019-03-08,2019,3,4,13:21,Normal,Female,6.7
324,746-54-5508,Yangon,Home and lifestyle,21.52,6,135.576,Credit card,2019-01-17,2019,1,3,12:48,Normal,Male,9.4
325,276-54-0879,Mandalay,Sports and travel,97.74,4,410.508,Ewallet,2019-03-12,2019,3,1,19:53,Normal,Male,6.4
326,815-11-1168,Yangon,Food and beverages,99.78,5,523.845,Cash,2019-03-09,2019,3,5,19:09,Member,Male,5.4
327,719-76-3868,Naypyitaw,Food and beverages,94.26,4,395.892,Cash,2019-03-12,2019,3,1,16:30,Member,Male,8.6
328,730-61-8757,Mandalay,Health and beauty,51.13,4,214.746,Credit card,2019-01-25,2019,1,4,10:11,Member,Male,4.0
329,340-66-0321,Yangon,Electronic accessories,36.36,4,152.712,Cash,2019-03-25,2019,3,0,13:07,Member,Male,7.6
330,868-81-1752,Mandalay,Home and lifestyle,22.02,9,208.089,Cash,2019-02-07,2019,2,3,18:48,Normal,Male,6.8
331,634-97-8956,Yangon,Food and beverages,32.9,3,103.635,Credit card,2019-02-17,2019,2,6,17:27,Normal,Male,9.1
332,566-71-1091,Yangon,Fashion accessories,77.02,5,404.355,Cash,2019-02-03,2019,2,6,15:59,Normal,Male,5.5
333,442-48-3607,Yangon,Food and beverages,23.48,2,49.308,Credit card,2019-03-14,2019,3,3,11:21,Member,Male,7.9
334,835-16-0096,Naypyitaw,Sports and travel,14.7,5,77.175,Ewallet,2019-03-24,2019,3,6,13:48,Member,Male,8.5
335,527-09-6272,Yangon,Electronic accessories,28.45,5,149.3625,Credit card,2019-03-21,2019,3,3,10:17,Member,Female,9.1
336,898-04-2717,Yangon,Fashion accessories,76.4,9,721.98,Ewallet,2019-03-19,2019,3,1,15:49,Normal,Male,7.5
337,692-27-8933,Mandalay,Sports and travel,57.95,6,365.085,Cash,2019-02-24,2019,2,6,13:02,Normal,Female,5.2
338,633-09-3463,Naypyitaw,Electronic accessories,47.65,3,150.0975,Credit card,2019-03-28,2019,3,3,12:58,Normal,Female,9.5
339,374-17-3652,Mandalay,Food and beverages,42.82,9,404.649,Credit card,2019-02-05,2019,2,1,15:26,Member,Female,8.9
340,378-07-7001,Mandalay,Electronic accessories,48.09,3,151.4835,Credit card,2019-02-10,2019,2,6,18:23,Member,Male,7.8
341,433-75-6987,Mandalay,Health and beauty,55.97,7,411.3795,Ewallet,2019-03-05,2019,3,1,19:06,Member,Female,8.9
342,873-95-4984,Mandalay,Health and beauty,76.9,7,565.215,Cash,2019-02-15,2019,2,4,20:21,Member,Female,7.7
343,416-13-5917,Naypyitaw,Food and beverages,97.03,5,509.4075,Ewallet,2019-01-30,2019,1,2,16:24,Normal,Female,9.3
344,150-89-8043,Yangon,Sports and travel,44.65,3,140.6475,Cash,2019-02-14,2019,2,3,15:04,Normal,Male,6.2
345,135-84-8019,Yangon,Fashion accessories,77.93,9,736.4385,Ewallet,2019-02-27,2019,2,2,16:10,Normal,Female,7.6
346,441-94-7118,Yangon,Electronic accessories,71.95,1,75.5475,Cash,2019-02-04,2019,2,0,12:14,Member,Male,7.3
347,725-96-3778,Naypyitaw,Home and lifestyle,89.25,8,749.7,Cash,2019-01-20,2019,1,6,10:13,Member,Female,4.7
348,531-80-1784,Yangon,Electronic accessories,26.02,7,191.247,Cash,2019-03-28,2019,3,3,17:38,Normal,Male,5.1
349,400-45-1220,Mandalay,Health and beauty,13.5,10,141.75,Credit card,2019-02-27,2019,2,2,11:06,Normal,Female,4.8
350,860-79-0874,Naypyitaw,Fashion accessories,99.3,10,1042.65,Credit card,2019-02-15,2019,2,4,14:53,Member,Female,6.6
351,834-61-8124,Yangon,Electronic accessories,51.69,7,379.9215,Cash,2019-01-26,2019,1,5,18:22,Normal,Male,5.5
352,115-99-4379,Mandalay,Fashion accessories,54.73,7,402.2655,Credit card,2019-03-14,2019,3,3,19:02,Member,Female,8.5
353,565-67-6697,Mandalay,Home and lifestyle,27.0,9,255.15,Cash,2019-03-02,2019,3,5,14:16,Member,Male,4.8
354,320-49-6392,Naypyitaw,Electronic accessories,30.24,1,31.752,Cash,2019-03-04,2019,3,0,15:44,Normal,Female,8.4
355,889-04-9723,Mandalay,Food and beverages,89.14,4,374.388,Credit card,2019-01-07,2019,1,0,12:20,Member,Female,7.8
356,632-90-0281,Naypyitaw,Fashion accessories,37.55,10,394.275,Credit card,2019-03-08,2019,3,4,20:01,Normal,Female,9.3
357,554-42-2417,Naypyitaw,Sports and travel,95.44,10,1002.12,Cash,2019-01-09,2019,1,2,13:45,Normal,Female,5.2
358,453-63-6187,Mandalay,Electronic accessories,27.5,3,86.625,Ewallet,2019-03-01,2019,3,4,15:40,Normal,Male,6.5
359,578-80-7669,Mandalay,Sports and travel,74.97,1,78.7185,Cash,2019-03-16,2019,3,5,16:58,Normal,Male,5.6
360,612-36-5536,Yangon,Food and beverages,80.96,8,680.064,Credit card,2019-02-17,2019,2,6,11:12,Member,Male,7.4
361,605-72-4132,Naypyitaw,Food and beverages,94.47,8,793.548,Cash,2019-02-27,2019,2,2,15:12,Normal,Female,9.1
362,471-41-2823,Naypyitaw,Food and beverages,99.79,2,209.559,Ewallet,2019-03-07,2019,3,3,20:37,Normal,Male,8.0
363,462-67-9126,Yangon,Home and lifestyle,73.22,6,461.286,Cash,2019-01-21,2019,1,0,17:44,Normal,Male,7.2
364,272-27-9238,Naypyitaw,Food and beverages,41.24,4,173.208,Cash,2019-02-19,2019,2,1,16:23,Normal,Female,7.1
365,834-25-9262,Naypyitaw,Fashion accessories,81.68,4,343.056,Cash,2019-01-06,2019,1,6,12:12,Normal,Female,9.1
366,122-61-9553,Naypyitaw,Electronic accessories,51.32,9,484.974,Cash,2019-03-14,2019,3,3,19:33,Normal,Female,5.6
367,468-88-0009,Yangon,Home and lifestyle,65.94,4,276.948,Cash,2019-03-24,2019,3,6,10:29,Member,Male,6.0
368,613-59-9758,Naypyitaw,Sports and travel,14.36,10,150.78,Cash,2019-01-27,2019,1,6,14:28,Normal,Female,5.4
369,254-31-0042,Yangon,Electronic accessories,21.5,9,203.175,Credit card,2019-03-06,2019,3,2,12:46,Member,Male,7.8
370,201-86-2184,Mandalay,Electronic accessories,26.26,7,193.011,Cash,2019-02-02,2019,2,5,19:40,Member,Female,9.9
371,261-12-8671,Mandalay,Fashion accessories,60.96,2,128.016,Credit card,2019-01-25,2019,1,4,19:39,Normal,Female,4.9
372,730-70-9830,Naypyitaw,Home and lifestyle,70.11,6,441.693,Ewallet,2019-03-14,2019,3,3,17:54,Normal,Female,5.2
373,382-25-8917,Naypyitaw,Fashion accessories,42.08,6,265.104,Cash,2019-01-29,2019,1,1,12:25,Normal,Male,8.9
374,422-29-8786,Yangon,Home and lifestyle,67.09,5,352.2225,Credit card,2019-01-03,2019,1,3,16:47,Normal,Female,9.1
375,667-23-5919,Yangon,Fashion accessories,96.7,5,507.675,Ewallet,2019-01-14,2019,1,0,12:52,Member,Female,7.0
376,843-01-4703,Mandalay,Home and lifestyle,35.38,9,334.341,Credit card,2019-01-05,2019,1,5,19:50,Member,Female,9.6
377,743-88-1662,Naypyitaw,Sports and travel,95.49,7,701.8515,Ewallet,2019-02-22,2019,2,4,18:17,Normal,Male,8.7
378,595-86-2894,Naypyitaw,Fashion accessories,96.98,4,407.316,Ewallet,2019-02-06,2019,2,2,17:20,Member,Male,9.4
379,182-69-8360,Mandalay,Electronic accessories,23.65,4,99.33,Credit card,2019-01-30,2019,1,2,13:32,Normal,Female,4.0
380,289-15-7034,Yangon,Sports and travel,82.33,4,345.786,Credit card,2019-01-11,2019,1,4,10:37,Member,Male,7.5
381,462-78-5240,Naypyitaw,Electronic accessories,26.61,2,55.881,Cash,2019-03-19,2019,3,1,14:35,Normal,Female,4.2
382,868-52-7573,Mandalay,Food and beverages,99.69,5,523.3725,Cash,2019-01-14,2019,1,0,12:09,Normal,Female,9.9
383,153-58-4872,Naypyitaw,Food and beverages,74.89,4,314.538,Ewallet,2019-03-01,2019,3,4,15:32,Member,Female,4.2
384,662-72-2873,Yangon,Food and beverages,40.94,5,214.935,Ewallet,2019-01-06,2019,1,6,13:58,Normal,Female,9.9
385,525-88-7307,Mandalay,Sports and travel,75.82,1,79.611,Cash,2019-01-31,2019,1,3,13:19,Member,Male,5.8
386,689-16-9784,Naypyitaw,Food and beverages,46.77,6,294.651,Cash,2019-03-11,2019,3,0,13:37,Normal,Male,6.0
387,725-56-0833,Yangon,Health and beauty,32.32,10,339.36,Credit card,2019-02-20,2019,2,2,16:49,Normal,Female,10.0
388,394-41-0748,Naypyitaw,Fashion accessories,54.07,9,510.9615,Ewallet,2019-01-27,2019,1,6,14:55,Member,Female,9.5
389,596-42-3999,Mandalay,Food and beverages,18.22,7,133.917,Credit card,2019-03-10,2019,3,6,14:04,Normal,Male,6.6
390,541-89-9860,Naypyitaw,Fashion accessories,80.48,3,253.512,Cash,2019-02-15,2019,2,4,12:31,Member,Female,8.1
391,173-82-9529,Mandalay,Fashion accessories,37.95,10,398.475,Cash,2019-01-26,2019,1,5,14:51,Normal,Female,9.7
392,563-36-9814,Yangon,Electronic accessories,76.82,1,80.661,Ewallet,2019-02-13,2019,2,2,18:27,Member,Male,7.2
393,308-47-4913,Yangon,Sports and travel,52.26,10,548.73,Credit card,2019-03-09,2019,3,5,12:45,Member,Female,6.2
394,885-17-6250,Yangon,Health and beauty,79.74,1,83.727,Ewallet,2019-03-06,2019,3,2,10:36,Normal,Female,7.3
395,726-27-2396,Yangon,Health and beauty,77.5,5,406.875,Ewallet,2019-01-24,2019,1,3,20:36,Normal,Female,4.3
396,316-01-3952,Yangon,Food and beverages,54.27,5,284.9175,Ewallet,2019-03-13,2019,3,2,14:16,Normal,Female,4.6
397,760-54-1821,Mandalay,Home and lifestyle,13.59,9,128.4255,Cash,2019-03-15,2019,3,4,10:26,Normal,Male,5.8
398,793-10-3222,Mandalay,Health and beauty,41.06,6,258.678,Credit card,2019-03-05,2019,3,1,13:30,Member,Female,8.3
399,346-12-3257,Mandalay,Electronic accessories,19.24,9,181.818,Cash,2019-03-04,2019,3,0,16:28,Member,Male,8.0
400,110-05-6330,Naypyitaw,Food and beverages,39.43,6,248.409,Credit card,2019-03-25,2019,3,0,20:18,Normal,Female,9.4
401,651-61-0874,Naypyitaw,Home and lifestyle,46.22,4,194.124,Credit card,2019-03-12,2019,3,1,20:04,Normal,Male,6.2
402,236-86-3015,Naypyitaw,Home and lifestyle,13.98,1,14.679,Ewallet,2019-02-04,2019,2,0,13:38,Member,Male,9.8
403,831-64-0259,Mandalay,Fashion accessories,39.75,5,208.6875,Ewallet,2019-02-22,2019,2,4,10:43,Normal,Female,9.6
404,587-03-7455,Naypyitaw,Fashion accessories,97.79,7,718.7565,Ewallet,2019-02-16,2019,2,5,17:30,Member,Female,4.9
405,882-40-4577,Yangon,Sports and travel,67.26,4,282.492,Credit card,2019-01-19,2019,1,5,15:28,Member,Male,8.0
406,732-67-5346,Yangon,Food and beverages,13.79,5,72.3975,Credit card,2019-01-11,2019,1,4,19:07,Normal,Male,7.8
407,725-32-9708,Mandalay,Fashion accessories,68.71,4,288.582,Cash,2019-01-04,2019,1,4,19:01,Member,Female,4.1
408,256-08-8343,Yangon,Home and lifestyle,56.53,4,237.426,Ewallet,2019-03-04,2019,3,0,19:48,Normal,Female,5.5
409,372-26-1506,Naypyitaw,Fashion accessories,23.82,5,125.055,Ewallet,2019-01-28,2019,1,0,19:24,Normal,Female,5.4
410,244-08-0162,Mandalay,Health and beauty,34.21,10,359.205,Cash,2019-01-02,2019,1,2,13:00,Normal,Female,5.1
411,569-71-4390,Mandalay,Sports and travel,21.87,2,45.927,Ewallet,2019-01-25,2019,1,4,14:29,Normal,Male,6.9
412,132-23-6451,Yangon,Health and beauty,20.97,5,110.0925,Cash,2019-01-04,2019,1,4,13:21,Member,Male,7.8
413,696-90-2548,Yangon,Sports and travel,25.84,3,81.396,Ewallet,2019-03-10,2019,3,6,18:55,Normal,Male,6.6
414,472-15-9636,Yangon,Home and lifestyle,50.93,8,427.812,Ewallet,2019-03-22,2019,3,4,19:36,Normal,Male,9.2
415,268-03-6164,Mandalay,Health and beauty,96.11,1,100.9155,Ewallet,2019-01-25,2019,1,4,16:28,Normal,Male,7.8
